donor	estimator	miobs	minullmean	minullstd	deltac	zc	epsilon95	epsilon99
s1d1GSE194122	KSGk5	0.2746077923328744	0.2619286364399908	0.0061845968506533	0.0126791558928836	2.050118415001321	0.0100660444282805	0.0173936121054496
s1d1GSE194122	KSGk10	0.2781756219973328	0.2642690962581024	0.0043407423792237	0.0139065257392303	3.203720590697019	0.0064979346238873	0.0101129934870318
